"","x"
"1",0.042564544
"2",0.048003452
"3",0.053426705
"4",0.047869391
"5",0.048249802
"6",0.050512265
"7",0.056015061
"8",0.070217864
"9",0.08557148
"10",0.084218614
"11",0.077687068
"12",0.073021085
"13",0.062866531
"14",0.051360371
"15",0.04714277
"16",0.038737342
"17",0.062535655
