"","x"
"1",0.065479011
"2",0.06428528
"3",0.063160059
"4",0.059604435
"5",0.06253237
"6",0.069838993
"7",0.073547833
"8",0.072270259
"9",0.063871318
"10",0.065778699
"11",0.06111103
"12",0.060761499
"13",0.05562873
"14",0.048339873
"15",0.042485649
"16",0.029921591
"17",0.04138337
