"","x"
"1",0.048442205
"2",0.045620017
"3",0.04549374
"4",0.049161817
"5",0.054347357
"6",0.057575768
"7",0.064951167
"8",0.064811403
"9",0.060389458
"10",0.061869658
"11",0.079743452
"12",0.081246735
"13",0.069472773
"14",0.057569968
"15",0.045758445
"16",0.043416325
"17",0.070129712
