"","x"
"1",0.037000999
"2",0.044018685
"3",0.044408392
"4",0.048303403
"5",0.0627325
"6",0.068268106
"7",0.064023353
"8",0.074068159
"9",0.076555423
"10",0.083752261
"11",0.084173684
"12",0.081163435
"13",0.073622511
"14",0.052256343
"15",0.038972554
"16",0.03047747
"17",0.036202722
