"","x"
"1",100.507389481103
"2",251.407280802861
"3",415.660029274207
"4",519.609547459585
"5",467.948236265739
"6",388.739857268717
"7",394.173087494391
"8",427.194463685635
"9",440.949614059791
"10",416.087368163596
"11",373.93577091228
"12",307.719706796873
"13",214.853605752973
"14",142.440268856018
"15",109.257096960538
"16",90.1251724963842
"17",72.1046490557205
