"","x"
"1",142.764064335582
"2",297.403219922873
"3",429.325713710228
"4",533.545094225565
"5",534.001748357233
"6",461.51348424137
"7",429.319193002726
"8",450.384204550312
"9",469.359853698173
"10",427.080551397394
"11",349.408553247515
"12",285.171223363404
"13",211.765249604502
"14",139.416945756532
"15",101.506400566034
"16",83.766302556493
"17",71.5029713811502
