"","x"
"1",2425.311259
"2",3519.537809
"3",3397.737246
"4",3353.73097
"5",3095.945253
"6",3438.646647
"7",3693.12059
"8",3244.762101
"9",2981.685425
"10",2610.070487
"11",2096.932757
"12",1684.913832
"13",1319.194895
"14",937.310804
"15",818.94675
"16",658.195007
"17",683.004018
