"","x"
"1",207.732525513612
"2",318.18401195778
"3",433.980022959089
"4",508.878494384059
"5",468.25360817818
"6",397.98435580678
"7",387.0545593496
"8",401.106906864732
"9",402.360866036316
"10",376.69374968065
"11",340.627912127254
"12",287.04910951033
"13",210.156878844589
"14",144.590958117549
"15",107.1303014824
"16",84.0758525422431
"17",65.5745792198683
