"","x"
"1",220.823641750379
"2",322.848093480694
"3",423.292570537888
"4",491.173562046142
"5",467.881769794248
"6",417.852247805768
"7",412.15503307642
"8",423.958266774289
"9",422.137161295673
"10",388.039198736173
"11",341.259329985782
"12",281.492773328487
"13",208.389678070653
"14",154.896545652706
"15",123.281458743478
"16",97.082362029491
"17",73.391028163706
