"","x"
"1",41.5174043915981
"2",79.0081622145529
"3",78.7993869393254
"4",79.11258208526
"5",61.1606445492124
"6",64.1277266185541
"7",62.0825854130099
"8",71.6913499835622
"9",66.3433893795062
"10",62.6822688550242
"11",49.0265383347893
"12",49.5867858731799
"13",43.89488040041
"14",39.1121960497697
"15",35.0128688529864
"16",31.8166431549783
"17",29.5832976424145
