"","x"
"1",288.448272950317
"2",507.043106802284
"3",637.962241527438
"4",625.932441071619
"5",551.456294161897
"6",488.174571827664
"7",444.551993906028
"8",409.092031541641
"9",367.179669639065
"10",309.734680351483
"11",252.724807269342
"12",200.29023895148
"13",155.321862120755
"14",110.626326331731
"15",75.592945826564
"16",58.0699168542706
"17",47.0951483789647
