"","x"
"1",185.113057261021
"2",253.322176506288
"3",327.947216499502
"4",375.639809356392
"5",358.951646956098
"6",344.526591663033
"7",381.656843480137
"8",428.346673923833
"9",430.969269319355
"10",383.902157951636
"11",336.355036134315
"12",300.341029141232
"13",260.534249629628
"14",222.449706154718
"15",193.33922932675
"16",161.558371635455
"17",126.877976810545
