"","x"
"1",1623.757137
"2",3326.853511
"3",3829.899465
"4",3840.155332
"5",3034.812857
"6",2888.59506
"7",2804.128735
"8",3250.430817
"9",3539.257707
"10",3210.399922
"11",2569.440284
"12",1907.403379
"13",1213.272217
"14",1114.707462
"15",637.214715
"16",544.091966
"17",627.770881
